transaction_id,user_id,transaction_date,category,description,amount_inr,payment_method
821,4,2025-04-11,Housing,Monthly rent / maintenance,16523.32,Debit Card
822,4,2025-04-12,Food,Food & groceries,582.11,Cash
823,4,2025-04-09,Shopping,Personal shopping,2466.99,Debit Card
824,4,2025-04-15,Housing,Monthly rent / maintenance,12639.53,Net Banking
825,4,2025-05-04,Shopping,Personal shopping,603.12,Debit Card
826,4,2025-05-25,Food,Food & groceries,279.9,Debit Card
827,4,2025-05-12,Food,Food & groceries,1514.35,UPI
828,4,2025-05-27,Entertainment,Movie / subscription,577.05,UPI
829,4,2025-05-29,Housing,Monthly rent / maintenance,9580.25,Cash
830,4,2025-05-28,Education,Course / books,867.91,Credit Card
831,4,2025-05-02,Food,Food & groceries,1706.49,Debit Card
832,4,2025-05-24,Other,Miscellaneous expense,706.42,Cash
833,4,2025-05-14,Shopping,Personal shopping,1524.73,Debit Card
834,4,2025-05-09,Transport,Fuel / cab / metro,1097.3,Credit Card
835,4,2025-05-20,Shopping,Personal shopping,775.62,Net Banking
836,4,2025-05-16,Entertainment,Movie / subscription,1218.01,Cash
837,4,2025-06-13,Shopping,Personal shopping,580.71,Debit Card
838,4,2025-06-26,Transport,Fuel / cab / metro,799.77,Net Banking
839,4,2025-06-18,Food,Food & groceries,1790.42,UPI
840,4,2025-06-12,Other,Miscellaneous expense,1194.68,Cash
841,4,2025-06-30,Shopping,Personal shopping,1850.97,Net Banking
842,4,2025-06-06,Shopping,Personal shopping,1542.82,UPI
843,4,2025-06-29,Transport,Fuel / cab / metro,325.3,Credit Card
844,4,2025-06-17,Housing,Monthly rent / maintenance,17923.78,Credit Card
845,4,2025-06-06,Healthcare,Medicine / consultation,2998.92,UPI
846,4,2025-06-18,Food,Food & groceries,570.67,UPI
847,4,2025-06-19,Healthcare,Medicine / consultation,2856.46,Cash
848,4,2025-07-06,Other,Miscellaneous expense,1488.16,Debit Card
849,4,2025-07-24,Food,Food & groceries,695.17,Credit Card
850,4,2025-07-23,Travel,Trip / hotel / tickets,863.6,Credit Card
851,4,2025-07-19,Other,Miscellaneous expense,889.05,Debit Card
852,4,2025-07-16,Education,Course / books,3741.6,Net Banking
853,4,2025-07-03,Transport,Fuel / cab / metro,629.29,UPI
854,4,2025-07-17,Food,Food & groceries,534.47,Cash
855,4,2025-07-07,Housing,Monthly rent / maintenance,17261.07,Debit Card
856,4,2025-07-26,Transport,Fuel / cab / metro,278.76,Credit Card
857,4,2025-08-30,Housing,Monthly rent / maintenance,14279.48,Debit Card
858,4,2025-08-28,Healthcare,Medicine / consultation,2577.82,Credit Card
859,4,2025-08-31,Other,Miscellaneous expense,623.03,Cash
860,4,2025-08-11,Entertainment,Movie / subscription,705.33,Debit Card
861,4,2025-08-14,Other,Miscellaneous expense,1125.29,Cash
862,4,2025-08-31,Utilities,Electricity / mobile / internet,713.56,Net Banking
863,4,2025-08-26,Utilities,Electricity / mobile / internet,2071.92,Credit Card
864,4,2025-09-13,Utilities,Electricity / mobile / internet,1866.02,Credit Card
865,4,2025-09-06,Utilities,Electricity / mobile / internet,930.13,UPI
866,4,2025-09-13,Other,Miscellaneous expense,1428.18,Net Banking
867,4,2025-09-30,Housing,Monthly rent / maintenance,14421.5,Net Banking
868,4,2025-09-30,Food,Food & groceries,1096.19,Cash
869,4,2025-09-08,Food,Food & groceries,1387.46,Credit Card
870,4,2025-09-29,Other,Miscellaneous expense,335.04,UPI
871,4,2025-09-24,Education,Course / books,3180.1,Credit Card
872,4,2025-10-23,Housing,Monthly rent / maintenance,10887.16,UPI
873,4,2025-10-24,Transport,Fuel / cab / metro,961.46,UPI
874,4,2025-10-14,Housing,Monthly rent / maintenance,12943.98,Debit Card
875,4,2025-10-13,Travel,Trip / hotel / tickets,3559.88,Credit Card
876,4,2025-10-16,Shopping,Personal shopping,624.57,Net Banking
877,4,2025-10-06,Utilities,Electricity / mobile / internet,1636.89,Cash
878,4,2025-10-10,Food,Food & groceries,1550.14,UPI
879,4,2025-10-03,Transport,Fuel / cab / metro,1145.86,Credit Card
880,4,2025-10-24,Food,Food & groceries,788.24,UPI
881,4,2025-10-03,Shopping,Personal shopping,3174.0,Credit Card
882,4,2025-11-23,Other,Miscellaneous expense,1350.52,UPI
883,4,2025-11-20,Transport,Fuel / cab / metro,812.07,Cash
884,4,2025-11-07,Food,Food & groceries,344.04,Debit Card
885,4,2025-11-30,Transport,Fuel / cab / metro,700.61,Net Banking
886,4,2025-11-08,Food,Food & groceries,636.07,UPI
887,4,2025-11-27,Housing,Monthly rent / maintenance,14145.93,Cash
888,4,2025-11-14,Food,Food & groceries,764.54,UPI
889,4,2025-11-20,Transport,Fuel / cab / metro,821.46,Cash
890,4,2025-11-06,Food,Food & groceries,221.69,Credit Card
891,4,2025-11-04,Other,Miscellaneous expense,763.0,Credit Card
892,4,2025-11-29,Healthcare,Medicine / consultation,1545.1,Credit Card
893,4,2025-12-12,Utilities,Electricity / mobile / internet,1097.55,Cash
894,4,2025-12-09,Transport,Fuel / cab / metro,579.27,Cash
895,4,2025-12-09,Shopping,Personal shopping,1023.98,Net Banking
896,4,2025-12-22,Housing,Monthly rent / maintenance,15770.12,UPI
897,4,2025-12-18,Food,Food & groceries,736.94,Cash
898,4,2025-12-18,Other,Miscellaneous expense,925.62,UPI
899,4,2025-12-14,Education,Course / books,3773.62,Net Banking
900,5,2024-01-29,Travel,Trip / hotel / tickets,3453.98,Debit Card
901,5,2024-01-29,Shopping,Personal shopping,552.66,UPI
902,5,2024-01-26,Shopping,Personal shopping,3181.46,Net Banking
903,5,2024-01-04,Utilities,Electricity / mobile / internet,1516.49,Cash
904,5,2024-01-07,Food,Food & groceries,1774.68,Debit Card
905,5,2024-01-22,Food,Food & groceries,865.87,Cash
906,5,2024-01-05,Food,Food & groceries,1512.55,Net Banking
907,5,2024-01-30,Food,Food & groceries,1655.5,UPI
908,5,2024-01-18,Food,Food & groceries,1081.31,Credit Card
909,5,2024-01-30,Travel,Trip / hotel / tickets,3714.19,UPI
910,5,2024-01-17,Healthcare,Medicine / consultation,1963.41,Cash
911,5,2024-01-19,Food,Food & groceries,422.42,Net Banking
912,5,2024-02-04,Healthcare,Medicine / consultation,2834.04,Net Banking
913,5,2024-02-28,Healthcare,Medicine / consultation,2410.8,Net Banking
914,5,2024-02-09,Travel,Trip / hotel / tickets,5791.78,Cash
915,5,2024-02-16,Utilities,Electricity / mobile / internet,1429.64,UPI
916,5,2024-02-20,Food,Food & groceries,832.82,Net Banking
917,5,2024-02-13,Utilities,Electricity / mobile / internet,1123.1,Credit Card
918,5,2024-02-16,Utilities,Electricity / mobile / internet,488.72,Credit Card
919,5,2024-02-27,Travel,Trip / hotel / tickets,817.35,Credit Card
920,5,2024-02-28,Transport,Fuel / cab / metro,1023.99,UPI
921,5,2024-02-10,Other,Miscellaneous expense,419.14,Cash
922,5,2024-02-24,Healthcare,Medicine / consultation,1132.39,Cash
923,5,2024-03-07,Utilities,Electricity / mobile / internet,738.28,Cash
924,5,2024-03-28,Healthcare,Medicine / consultation,2338.61,Credit Card
925,5,2024-03-06,Education,Course / books,2561.08,UPI
926,5,2024-03-05,Transport,Fuel / cab / metro,647.61,Net Banking
927,5,2024-03-07,Travel,Trip / hotel / tickets,867.9,Debit Card
928,5,2024-03-15,Education,Course / books,1497.96,UPI
929,5,2024-03-09,Travel,Trip / hotel / tickets,4786.88,Credit Card
930,5,2024-03-21,Education,Course / books,2520.51,UPI
931,5,2024-03-16,Utilities,Electricity / mobile / internet,835.49,Net Banking
932,5,2024-03-16,Shopping,Personal shopping,3373.67,Net Banking
933,5,2024-03-27,Shopping,Personal shopping,1401.6,Credit Card
934,5,2024-04-01,Education,Course / books,861.57,Cash
935,5,2024-04-25,Housing,Monthly rent / maintenance,16684.39,Debit Card
936,5,2024-04-22,Travel,Trip / hotel / tickets,4454.8,Debit Card
937,5,2024-04-01,Food,Food & groceries,843.4,UPI
938,5,2024-04-06,Shopping,Personal shopping,723.41,Net Banking
939,5,2024-04-20,Education,Course / books,1395.08,Credit Card
940,5,2024-04-09,Utilities,Electricity / mobile / internet,1676.86,Cash
941,5,2024-04-15,Travel,Trip / hotel / tickets,5639.2,Credit Card
942,5,2024-04-17,Food,Food & groceries,669.48,Net Banking
943,5,2024-04-17,Transport,Fuel / cab / metro,194.59,Credit Card
944,5,2024-04-10,Entertainment,Movie / subscription,1129.72,Credit Card
945,5,2024-04-11,Utilities,Electricity / mobile / internet,1267.13,Credit Card
946,5,2024-05-21,Transport,Fuel / cab / metro,390.11,Credit Card
947,5,2024-05-08,Food,Food & groceries,1018.02,UPI
948,5,2024-05-20,Education,Course / books,3709.45,Cash
949,5,2024-05-24,Utilities,Electricity / mobile / internet,1625.36,UPI
950,5,2024-05-09,Utilities,Electricity / mobile / internet,2195.44,Cash
951,5,2024-05-19,Transport,Fuel / cab / metro,905.14,Net Banking
952,5,2024-05-23,Education,Course / books,1872.67,Debit Card
953,5,2024-05-16,Utilities,Electricity / mobile / internet,1548.96,Credit Card
954,5,2024-05-27,Shopping,Personal shopping,3005.34,Net Banking
955,5,2024-05-05,Food,Food & groceries,338.12,Credit Card
956,5,2024-05-30,Utilities,Electricity / mobile / internet,1406.26,Debit Card
957,5,2024-05-21,Other,Miscellaneous expense,1359.43,UPI
958,5,2024-06-10,Transport,Fuel / cab / metro,913.52,Cash
959,5,2024-06-09,Healthcare,Medicine / consultation,1161.12,Net Banking
960,5,2024-06-16,Transport,Fuel / cab / metro,1033.36,UPI
961,5,2024-06-20,Travel,Trip / hotel / tickets,4084.73,UPI
962,5,2024-06-04,Shopping,Personal shopping,922.54,Cash
963,5,2024-06-28,Shopping,Personal shopping,1621.94,Debit Card
964,5,2024-06-14,Food,Food & groceries,504.48,Net Banking
965,5,2024-06-05,Travel,Trip / hotel / tickets,6422.57,Credit Card
966,5,2024-07-11,Food,Food & groceries,310.91,Debit Card
967,5,2024-07-15,Transport,Fuel / cab / metro,144.98,Credit Card
968,5,2024-07-19,Food,Food & groceries,1433.14,Debit Card
969,5,2024-07-03,Shopping,Personal shopping,2743.42,Debit Card
970,5,2024-07-13,Entertainment,Movie / subscription,1195.25,Cash
971,5,2024-07-02,Other,Miscellaneous expense,636.64,Net Banking
972,5,2024-07-01,Food,Food & groceries,784.42,Credit Card
973,5,2024-07-01,Healthcare,Medicine / consultation,1710.34,UPI
974,5,2024-07-23,Entertainment,Movie / subscription,560.56,Credit Card
975,5,2024-07-17,Transport,Fuel / cab / metro,195.03,Net Banking
976,5,2024-07-02,Transport,Fuel / cab / metro,153.12,Credit Card
977,5,2024-07-17,Other,Miscellaneous expense,738.3,Net Banking
978,5,2024-08-05,Transport,Fuel / cab / metro,1074.53,Credit Card
979,5,2024-08-25,Other,Miscellaneous expense,786.25,Debit Card
980,5,2024-08-26,Food,Food & groceries,1649.17,Cash
981,5,2024-08-05,Housing,Monthly rent / maintenance,11018.89,Debit Card
982,5,2024-08-06,Utilities,Electricity / mobile / internet,1461.45,UPI
983,5,2024-08-02,Transport,Fuel / cab / metro,808.61,Cash
984,5,2024-08-18,Travel,Trip / hotel / tickets,2183.58,Net Banking
985,5,2024-08-22,Housing,Monthly rent / maintenance,17952.12,UPI
986,5,2024-08-23,Utilities,Electricity / mobile / internet,435.54,UPI
987,5,2024-08-18,Transport,Fuel / cab / metro,505.88,Credit Card
988,5,2024-08-23,Shopping,Personal shopping,790.01,UPI
989,5,2024-09-17,Transport,Fuel / cab / metro,193.1,Credit Card
990,5,2024-09-14,Entertainment,Movie / subscription,1306.2,UPI
991,5,2024-09-10,Shopping,Personal shopping,2276.63,UPI
992,5,2024-09-20,Healthcare,Medicine / consultation,1618.78,Debit Card
993,5,2024-09-07,Healthcare,Medicine / consultation,2536.62,Credit Card
994,5,2024-09-02,Utilities,Electricity / mobile / internet,931.63,Net Banking
995,5,2024-09-30,Shopping,Personal shopping,964.62,Cash
996,5,2024-09-22,Transport,Fuel / cab / metro,83.07,UPI
997,5,2024-09-22,Travel,Trip / hotel / tickets,5544.35,Cash
998,5,2024-10-03,Other,Miscellaneous expense,1191.34,UPI
999,5,2024-10-15,Travel,Trip / hotel / tickets,4437.15,Credit Card
1000,5,2024-10-27,Food,Food & groceries,261.13,Debit Card
1001,5,2024-10-12,Travel,Trip / hotel / tickets,5643.04,Credit Card
1002,5,2024-10-28,Transport,Fuel / cab / metro,209.81,UPI
1003,5,2024-10-21,Housing,Monthly rent / maintenance,10245.55,Debit Card
1004,5,2024-10-31,Transport,Fuel / cab / metro,1081.87,Net Banking
1005,5,2024-10-12,Food,Food & groceries,1367.57,Credit Card
1006,5,2024-11-15,Food,Food & groceries,828.41,Credit Card
1007,5,2024-11-16,Education,Course / books,3259.61,Cash
1008,5,2024-11-04,Utilities,Electricity / mobile / internet,1834.44,Debit Card
1009,5,2024-11-28,Utilities,Electricity / mobile / internet,505.56,Debit Card
1010,5,2024-11-16,Food,Food & groceries,1656.19,Net Banking
1011,5,2024-11-13,Utilities,Electricity / mobile / internet,726.27,Credit Card
1012,5,2024-11-29,Entertainment,Movie / subscription,1573.25,Debit Card
1013,5,2024-11-29,Shopping,Personal shopping,1861.99,Cash
1014,5,2024-12-11,Housing,Monthly rent / maintenance,11354.52,UPI
1015,5,2024-12-25,Utilities,Electricity / mobile / internet,1620.27,Net Banking
1016,5,2024-12-31,Utilities,Electricity / mobile / internet,803.17,Credit Card
1017,5,2024-12-20,Shopping,Personal shopping,2502.37,UPI
1018,5,2024-12-16,Transport,Fuel / cab / metro,893.85,Credit Card
1019,5,2024-12-05,Utilities,Electricity / mobile / internet,1554.53,Net Banking
1020,5,2024-12-01,Travel,Trip / hotel / tickets,4254.9,Debit Card
1021,5,2024-12-16,Shopping,Personal shopping,1801.72,Debit Card
1022,5,2024-12-08,Food,Food & groceries,976.47,Credit Card
1023,5,2024-12-08,Other,Miscellaneous expense,170.49,Net Banking
1024,5,2025-01-03,Transport,Fuel / cab / metro,995.16,Cash
1025,5,2025-01-03,Shopping,Personal shopping,2133.71,Cash
1026,5,2025-01-16,Shopping,Personal shopping,679.86,UPI
1027,5,2025-01-18,Food,Food & groceries,847.99,Net Banking
1028,5,2025-01-20,Housing,Monthly rent / maintenance,9818.06,Net Banking
1029,5,2025-01-18,Entertainment,Movie / subscription,1618.68,Debit Card
1030,5,2025-01-11,Utilities,Electricity / mobile / internet,1221.17,Credit Card
1031,5,2025-01-28,Education,Course / books,3766.35,Cash
1032,5,2025-01-20,Transport,Fuel / cab / metro,939.51,Cash
1033,5,2025-01-15,Utilities,Electricity / mobile / internet,1053.93,UPI
1034,5,2025-01-01,Food,Food & groceries,1247.43,Credit Card
1035,5,2025-01-26,Transport,Fuel / cab / metro,789.7,Credit Card
1036,5,2025-02-02,Shopping,Personal shopping,2546.71,Debit Card
1037,5,2025-02-24,Shopping,Personal shopping,2929.88,Cash
1038,5,2025-02-07,Food,Food & groceries,1169.58,UPI
1039,5,2025-02-15,Other,Miscellaneous expense,650.06,Debit Card
1040,5,2025-02-14,Utilities,Electricity / mobile / internet,593.98,UPI
1041,5,2025-02-19,Other,Miscellaneous expense,1272.45,UPI
1042,5,2025-02-22,Healthcare,Medicine / consultation,1488.89,Net Banking
1043,5,2025-02-16,Other,Miscellaneous expense,288.49,UPI
1044,5,2025-02-14,Shopping,Personal shopping,455.43,Net Banking
1045,5,2025-02-06,Shopping,Personal shopping,1926.67,Net Banking
1046,5,2025-02-04,Food,Food & groceries,1500.7,Cash
1047,5,2025-03-17,Entertainment,Movie / subscription,1606.45,Cash
1048,5,2025-03-23,Transport,Fuel / cab / metro,762.07,Debit Card
1049,5,2025-03-10,Food,Food & groceries,1741.02,Cash
1050,5,2025-03-20,Education,Course / books,1052.72,Net Banking
1051,5,2025-03-28,Transport,Fuel / cab / metro,865.67,Credit Card
1052,5,2025-03-21,Utilities,Electricity / mobile / internet,2083.92,Debit Card
1053,5,2025-03-10,Food,Food & groceries,1191.15,Credit Card
1054,5,2025-03-23,Other,Miscellaneous expense,285.74,Debit Card
1055,5,2025-03-11,Shopping,Personal shopping,2521.8,UPI
1056,5,2025-03-19,Healthcare,Medicine / consultation,1796.27,Net Banking
1057,5,2025-03-22,Other,Miscellaneous expense,1094.17,Net Banking
1058,5,2025-03-26,Food,Food & groceries,1552.63,UPI
1059,5,2025-04-02,Food,Food & groceries,797.01,UPI
1060,5,2025-04-06,Food,Food & groceries,1395.3,Credit Card
1061,5,2025-04-02,Utilities,Electricity / mobile / internet,663.57,Credit Card
1062,5,2025-04-12,Food,Food & groceries,1056.7,Cash
1063,5,2025-04-24,Food,Food & groceries,1586.22,Net Banking
1064,5,2025-04-18,Travel,Trip / hotel / tickets,5005.99,Cash
1065,5,2025-04-26,Food,Food & groceries,1450.58,Credit Card
1066,5,2025-04-13,Utilities,Electricity / mobile / internet,484.56,Cash
1067,5,2025-04-22,Transport,Fuel / cab / metro,962.68,Credit Card
1068,5,2025-04-24,Other,Miscellaneous expense,175.32,Credit Card
1069,5,2025-04-28,Food,Food & groceries,1587.54,Cash
1070,5,2025-05-21,Travel,Trip / hotel / tickets,4786.85,Credit Card
1071,5,2025-05-20,Healthcare,Medicine / consultation,1753.19,Debit Card
1072,5,2025-05-10,Healthcare,Medicine / consultation,2901.8,Cash
1073,5,2025-05-06,Food,Food & groceries,1285.91,Debit Card
1074,5,2025-05-02,Utilities,Electricity / mobile / internet,614.84,Cash
1075,5,2025-05-06,Food,Food & groceries,608.07,Net Banking
1076,5,2025-05-15,Education,Course / books,522.58,Debit Card
1077,5,2025-05-20,Housing,Monthly rent / maintenance,17357.65,UPI
1078,5,2025-06-16,Entertainment,Movie / subscription,1242.12,Net Banking
1079,5,2025-06-23,Shopping,Personal shopping,533.22,Credit Card
1080,5,2025-06-17,Shopping,Personal shopping,3362.36,UPI
1081,5,2025-06-18,Healthcare,Medicine / consultation,688.27,Net Banking
1082,5,2025-06-29,Transport,Fuel / cab / metro,471.33,Debit Card
1083,5,2025-06-10,Utilities,Electricity / mobile / internet,995.92,Debit Card
1084,5,2025-06-16,Other,Miscellaneous expense,965.59,Net Banking
1085,5,2025-06-01,Education,Course / books,4424.53,UPI
1086,5,2025-06-29,Utilities,Electricity / mobile / internet,1202.2,Net Banking
1087,5,2025-06-02,Travel,Trip / hotel / tickets,2114.2,Credit Card
1088,5,2025-06-04,Transport,Fuel / cab / metro,971.75,Cash
1089,5,2025-06-01,Food,Food & groceries,1352.84,Net Banking
1090,5,2025-07-16,Shopping,Personal shopping,1927.95,UPI
1091,5,2025-07-11,Transport,Fuel / cab / metro,809.71,Net Banking
1092,5,2025-07-31,Food,Food & groceries,335.45,Net Banking
1093,5,2025-07-07,Shopping,Personal shopping,2306.19,Debit Card
1094,5,2025-07-04,Travel,Trip / hotel / tickets,3160.41,Debit Card
1095,5,2025-07-24,Shopping,Personal shopping,2548.78,Cash
1096,5,2025-07-24,Utilities,Electricity / mobile / internet,2091.55,Debit Card
1097,5,2025-07-02,Housing,Monthly rent / maintenance,15451.81,UPI
1098,5,2025-07-09,Food,Food & groceries,468.35,Net Banking
1099,5,2025-08-09,Entertainment,Movie / subscription,525.62,Cash
1100,5,2025-08-14,Transport,Fuel / cab / metro,785.84,Credit Card
1101,5,2025-08-18,Housing,Monthly rent / maintenance,15059.69,UPI
1102,5,2025-08-25,Utilities,Electricity / mobile / internet,1513.03,Net Banking
1103,5,2025-08-12,Housing,Monthly rent / maintenance,16634.26,Net Banking
1104,5,2025-08-10,Food,Food & groceries,1454.76,Net Banking
1105,5,2025-08-15,Food,Food & groceries,1419.74,Cash
1106,5,2025-09-06,Education,Course / books,623.28,Net Banking
1107,5,2025-09-26,Food,Food & groceries,1389.74,Net Banking
1108,5,2025-09-10,Transport,Fuel / cab / metro,790.13,Credit Card
1109,5,2025-09-28,Other,Miscellaneous expense,115.61,Net Banking
1110,5,2025-09-19,Food,Food & groceries,247.67,Net Banking
1111,5,2025-09-03,Transport,Fuel / cab / metro,693.23,Credit Card
1112,5,2025-09-24,Food,Food & groceries,1381.12,Credit Card
1113,5,2025-09-28,Food,Food & groceries,1647.12,Net Banking
1114,5,2025-09-20,Food,Food & groceries,478.07,Credit Card
1115,5,2025-09-26,Food,Food & groceries,473.8,Net Banking
1116,5,2025-10-18,Travel,Trip / hotel / tickets,6107.75,Cash
1117,5,2025-10-22,Utilities,Electricity / mobile / internet,531.66,UPI
1118,5,2025-10-19,Food,Food & groceries,499.82,Cash
1119,5,2025-10-22,Other,Miscellaneous expense,599.99,Debit Card
1120,5,2025-10-29,Food,Food & groceries,1183.62,Debit Card
1121,5,2025-10-20,Transport,Fuel / cab / metro,584.72,Credit Card
1122,5,2025-10-19,Utilities,Electricity / mobile / internet,674.31,Credit Card
1123,5,2025-11-11,Other,Miscellaneous expense,336.1,Debit Card
1124,5,2025-11-21,Healthcare,Medicine / consultation,2208.55,Cash
1125,5,2025-11-22,Food,Food & groceries,762.37,Credit Card
1126,5,2025-11-12,Travel,Trip / hotel / tickets,3384.52,Credit Card
1127,5,2025-11-21,Shopping,Personal shopping,648.26,Net Banking
1128,5,2025-11-27,Food,Food & groceries,634.6,Debit Card
1129,5,2025-11-24,Travel,Trip / hotel / tickets,1839.31,UPI
1130,5,2025-11-28,Utilities,Electricity / mobile / internet,2005.79,Net Banking
1131,5,2025-11-19,Entertainment,Movie / subscription,1490.86,Cash
1132,5,2025-12-09,Food,Food & groceries,239.38,Net Banking
1133,5,2025-12-21,Travel,Trip / hotel / tickets,3830.13,Debit Card
1134,5,2025-12-25,Transport,Fuel / cab / metro,330.1,Net Banking
1135,5,2025-12-15,Utilities,Electricity / mobile / internet,923.8,Net Banking
1136,5,2025-12-17,Shopping,Personal shopping,1569.71,UPI
1137,5,2025-12-26,Utilities,Electricity / mobile / internet,1926.37,Net Banking
1138,5,2025-12-05,Utilities,Electricity / mobile / internet,1762.97,Cash
1139,5,2025-12-19,Food,Food & groceries,1097.5,Debit Card
1140,5,2025-12-12,Utilities,Electricity / mobile / internet,1270.31,UPI
1141,5,2025-12-03,Food,Food & groceries,969.98,Credit Card
1142,5,2025-12-07,Transport,Fuel / cab / metro,127.95,Net Banking
